customerID,country,region,lang,cpc_index,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_band,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,Contract_enc,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,charge_tier,churn_risk_score,Churn
4912-PIGUY,Israel,MENA,ar,0.55,Female,0,0,0,1,New (0-12m),1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,0,1,Electronic check,84.6,84.6,High,0.7821,0
4913-EHYUI,Brazil,LATAM,es,0.38,Male,1,1,1,56,Loyal (37-60m),1,1,Fiber optic,1,0,1,0,1,1,One year,1,1,Bank transfer (automatic),104.55,5794.65,Premium,0.5494,1
4915-BFSXL,Qatar,MENA,ar,0.55,Male,0,1,1,70,Champion (60+m),1,1,DSL,1,0,1,0,1,0,Two year,2,0,Credit card (automatic),68.95,4858.7,High,0.2555,0
4918-FYJNT,Poland,EU,fr,0.92,Female,1,1,0,55,Loyal (37-60m),1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,0,0,Electronic check,90.45,5044.8,Premium,0.5549,0
4918-QLLIW,Argentina,LATAM,es,0.38,Male,0,0,0,3,New (0-12m),1,0,DSL,0,0,0,0,1,0,Month-to-month,0,0,Credit card (automatic),53.4,188.7,Mid,0.8356,1
4919-IKATY,Ukraine,CIS,ru,0.3,Male,0,1,1,5,New (0-12m),1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,0,1,Electronic check,84.5,453.75,High,0.8104,1
4919-MOAVT,Brazil,LATAM,es,0.38,Male,0,0,1,3,New (0-12m),1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,0,Electronic check,69.65,220.1,High,0.6824,1
4922-CVPDX,Uzbekistan,CIS,ru,0.3,Female,0,1,0,26,Growing (13-36m),1,0,DSL,0,1,1,0,1,1,Two year,2,1,Credit card (automatic),73.5,1905.7,High,0.4437,0
4923-ADWXJ,South Africa,Africa,en,0.22,Female,0,0,0,25,Growing (13-36m),1,0,DSL,0,1,0,1,0,1,Month-to-month,0,1,Bank transfer (automatic),65.8,1679.65,High,0.6848,0
4925-LMHOK,UAE,MENA,ar,0.55,Male,0,0,0,15,Growing (13-36m),1,1,DSL,0,1,0,1,0,0,Month-to-month,0,1,Credit card (automatic),58.6,939.7,Mid,0.6704,1
4926-UMJZD,Ecuador,LATAM,es,0.38,Female,0,1,0,31,Growing (13-36m),1,0,DSL,0,0,0,1,0,0,Month-to-month,0,1,Mailed check,49.2,1498.55,Mid,0.5711,0
4927-WWOOZ,Kuwait,MENA,ar,0.55,Male,0,1,0,2,New (0-12m),1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,0,1,Electronic check,91.45,171.45,Premium,0.8089,0
4929-BSTRX,UAE,MENA,ar,0.55,Female,0,0,0,1,New (0-12m),1,0,DSL,0,0,0,0,1,0,Month-to-month,0,1,Mailed check,53.55,53.55,Mid,0.8365,1
4929-ROART,Kazakhstan,CIS,ru,0.3,Male,0,0,0,18,Growing (13-36m),1,1,DSL,1,0,0,0,0,0,Month-to-month,0,0,Mailed check,56.25,969.85,Mid,0.705,0
4929-XIHVW,Qatar,MENA,ar,0.55,Male,1,1,0,2,New (0-12m),1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,1,Credit card (automatic),95.5,181.65,Premium,0.9422,0
4931-TRZWN,Poland,EU,fr,0.92,Female,0,0,0,13,Growing (13-36m),1,0,DSL,1,0,0,0,1,1,Month-to-month,0,1,Electronic check,71.95,923.85,High,0.8393,0
4933-BSAIP,Qatar,MENA,ar,0.55,Female,0,1,0,40,Loyal (37-60m),1,0,No,0,0,0,0,0,0,Two year,2,0,Mailed check,19.1,780.1,Low,0.1732,0
4933-IKULF,Peru,LATAM,es,0.38,Female,1,0,0,17,Growing (13-36m),1,0,No,0,0,0,0,0,0,One year,1,0,Mailed check,20.65,330.6,Low,0.6526,0
4936-YPJNK,Australia,NA,en,1.0,Female,0,0,0,10,New (0-12m),1,0,No,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,19.9,199.45,Low,0.6204,0
4937-QPZPO,Jordan,MENA,ar,0.55,Male,0,1,1,61,Champion (60+m),1,1,Fiber optic,0,0,1,0,1,1,One year,1,1,Electronic check,99.9,6241.35,Premium,0.4428,0
4939-KYYPY,Venezuela,LATAM,es,0.38,Male,0,0,0,27,Growing (13-36m),1,1,DSL,0,0,1,1,0,0,Month-to-month,0,0,Electronic check,59.45,1611.65,Mid,0.6232,0
4940-KHCWD,Germany,EU,fr,0.92,Female,0,1,0,60,Loyal (37-60m),0,0,DSL,1,1,0,1,0,0,Two year,2,0,Bank transfer (automatic),37.7,2288.7,Mid,0.1901,0
4942-VZZOM,Turkey,MENA,ar,0.55,Male,0,1,0,64,Champion (60+m),1,1,DSL,1,0,0,0,1,0,One year,1,1,Credit card (automatic),66.15,4392.5,High,0.2598,0
4945-RVMTE,Kenya,Africa,en,0.22,Female,0,0,0,28,Growing (13-36m),1,0,DSL,0,0,1,0,1,0,Month-to-month,0,1,Bank transfer (automatic),59.55,1646.45,Mid,0.6102,0
4946-EDSEW,Germany,EU,fr,0.92,Female,0,1,1,11,New (0-12m),1,0,No,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,19.25,180.3,Low,0.676,1
4946-VTTND,Spain,EU,fr,0.92,Male,0,1,0,8,New (0-12m),1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,1,Mailed check,75.0,658.1,High,0.6601,0
4947-DSMXK,Canada,NA,en,1.0,Male,0,1,1,34,Growing (13-36m),1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,0,1,Bank transfer (automatic),97.7,3410.0,Premium,0.5956,0
4948-WBBKL,Morocco,MENA,ar,0.55,Female,1,0,0,36,Growing (13-36m),1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,1,Bank transfer (automatic),74.9,2659.45,High,0.7377,0
4950-BDEUX,Colombia,LATAM,es,0.38,Male,0,0,0,35,Growing (13-36m),0,0,DSL,0,0,1,0,1,1,Month-to-month,0,0,Electronic check,49.2,1701.65,Mid,0.6859,0
4950-HKQTE,Turkey,MENA,ar,0.55,Female,0,0,0,22,Growing (13-36m),1,1,No,0,0,0,0,0,0,Two year,2,0,Mailed check,26.25,605.9,Low,0.3387,0
4951-UKAAQ,United States,NA,en,1.0,Female,0,0,0,4,New (0-12m),1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,1,Electronic check,88.95,355.2,High,0.8014,1
4952-YSOGZ,Malaysia,APAC,ja,0.61,Female,0,1,1,4,New (0-12m),1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,1,Electronic check,85.95,381.3,High,0.8635,1
4955-VCWBI,Portugal,EU,fr,0.92,Female,0,1,1,43,Loyal (37-60m),1,0,No,0,0,0,0,0,0,One year,1,0,Mailed check,20.0,817.95,Low,0.3019,0
4957-SREEC,Netherlands,EU,fr,0.92,Male,0,1,1,70,Champion (60+m),1,0,No,0,0,0,0,0,0,Two year,2,0,Credit card (automatic),20.35,1458.1,Low,0.0213,0
4957-TIALW,New Zealand,NA,en,1.0,Female,0,0,1,15,Growing (13-36m),1,0,DSL,1,1,1,1,0,0,One year,1,0,Credit card (automatic),65.6,1010.0,High,0.6275,0
4957-TREIR,Ecuador,LATAM,es,0.38,Male,0,0,0,3,New (0-12m),1,0,DSL,1,0,0,1,1,0,Month-to-month,0,1,Credit card (automatic),64.4,195.65,Mid,0.7346,0
4958-GZWIY,Thailand,APAC,ja,0.61,Male,0,1,1,7,New (0-12m),1,0,DSL,0,0,1,0,0,0,Month-to-month,0,0,Electronic check,48.7,340.25,Mid,0.7357,1
4958-XCBDQ,Vietnam,APAC,ja,0.61,Male,1,0,0,35,Growing (13-36m),1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,0,1,Electronic check,101.4,3496.3,Premium,0.8105,1
4959-JOSRX,Venezuela,LATAM,es,0.38,Female,0,1,0,2,New (0-12m),1,0,DSL,0,0,0,0,0,0,Month-to-month,0,1,Credit card (automatic),44.6,80.55,Mid,0.749,1
4962-CHQPW,Poland,EU,fr,0.92,Male,0,0,1,29,Growing (13-36m),1,0,No,0,0,0,0,0,0,One year,1,0,Mailed check,19.85,535.05,Low,0.4184,0
4967-WPNCF,France,EU,fr,0.92,Male,0,0,0,72,Champion (60+m),0,0,DSL,1,1,1,1,1,1,Two year,2,1,Bank transfer (automatic),63.7,4464.8,Mid,0.1938,0
4971-PUYQO,Poland,EU,fr,0.92,Female,0,0,0,27,Growing (13-36m),1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,1,Mailed check,94.55,2724.6,Premium,0.7505,1
4973-MGTON,Canada,NA,en,1.0,Female,0,1,0,71,Champion (60+m),1,0,DSL,1,1,1,1,1,1,Two year,2,1,Credit card (automatic),84.4,5969.3,High,0.1847,0
4973-RLZVI,France,EU,fr,0.92,Female,0,0,0,30,Growing (13-36m),1,0,DSL,1,1,1,1,1,0,One year,1,0,Credit card (automatic),74.65,2308.6,High,0.5426,0
4976-LNFVV,Venezuela,LATAM,es,0.38,Male,1,1,0,19,Growing (13-36m),0,0,DSL,0,1,1,0,0,0,Month-to-month,0,1,Credit card (automatic),34.3,577.15,Low,0.6976,0
4979-HPRFL,Ukraine,CIS,ru,0.3,Male,0,1,1,56,Loyal (37-60m),1,1,No,0,0,0,0,0,0,Two year,2,0,Bank transfer (automatic),24.15,1402.25,Low,0.1399,0
4980-URKXC,United Kingdom,EU,fr,0.92,Male,0,1,0,36,Growing (13-36m),1,0,No,0,0,0,0,0,0,One year,1,0,Bank transfer (automatic),20.85,720.05,Low,0.3497,0
4981-FLTMF,Uzbekistan,CIS,ru,0.3,Female,0,1,1,57,Loyal (37-60m),1,1,DSL,1,1,0,1,0,0,Month-to-month,0,0,Bank transfer (automatic),65.2,3687.85,High,0.3956,0
4983-CCWMC,Jordan,MENA,ar,0.55,Male,0,0,0,3,New (0-12m),1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,69.6,207.4,High,0.7152,0
4983-CLMLV,Australia,NA,en,1.0,Female,0,1,0,52,Loyal (37-60m),1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,0,1,Credit card (automatic),102.7,5138.1,Premium,0.6089,0
4986-MXSFP,Thailand,APAC,ja,0.61,Female,0,0,0,2,New (0-12m),1,0,No,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,20.0,40.9,Low,0.6266,0
4987-GQWPO,Philippines,APAC,ja,0.61,Male,0,0,0,17,Growing (13-36m),0,0,DSL,0,0,0,0,0,0,Month-to-month,0,0,Credit card (automatic),25.1,382.8,Low,0.6888,0
4988-BNLTU,Ukraine,CIS,ru,0.3,Male,0,0,0,30,Growing (13-36m),1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,0,1,Bank transfer (automatic),100.4,2936.25,Premium,0.7133,0
4988-IQIGL,United States,NA,en,1.0,Male,1,0,0,1,New (0-12m),1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,75.35,75.35,High,0.9575,1
4988-RZJHG,Canada,NA,en,1.0,Female,0,1,0,8,New (0-12m),1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,1,Electronic check,84.9,764.95,High,0.7562,0
4989-LIXVT,United Kingdom,EU,fr,0.92,Male,1,0,0,68,Champion (60+m),1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,0,1,Electronic check,95.9,6503.2,Premium,0.6507,0
4990-ALDGW,Kazakhstan,CIS,ru,0.3,Male,0,0,0,57,Loyal (37-60m),1,0,No,0,0,0,0,0,0,Two year,2,0,Mailed check,20.75,1118.8,Low,0.1494,0
4992-LTJNE,China,APAC,ja,0.61,Male,0,1,1,72,Champion (60+m),1,1,DSL,1,0,0,0,0,0,Two year,2,0,Bank transfer (automatic),55.3,3983.6,Mid,0.096,0
4993-JCRGJ,Ethiopia,Africa,en,0.22,Male,0,0,0,26,Growing (13-36m),1,1,Fiber optic,0,0,1,1,0,0,Month-to-month,0,1,Mailed check,84.3,2281.6,High,0.5878,0
4994-OBRSZ,United States,NA,en,1.0,Male,0,0,1,14,Growing (13-36m),1,0,DSL,1,1,1,1,0,1,Two year,2,0,Bank transfer (automatic),76.1,1054.8,High,0.4847,0
4998-IKFSE,UAE,MENA,ar,0.55,Female,0,0,0,30,Growing (13-36m),1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,0,0,Electronic check,100.45,3096.9,Premium,0.7305,0
4999-IEZLT,Morocco,MENA,ar,0.55,Male,0,0,0,66,Champion (60+m),0,0,DSL,0,0,0,1,0,0,One year,1,0,Credit card (automatic),29.45,1983.15,Low,0.2185,0
5002-GCQFH,Sweden,EU,fr,0.92,Male,0,1,0,49,Loyal (37-60m),1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,0,1,Bank transfer (automatic),93.85,4733.1,Premium,0.4668,0
5003-OKNNK,Spain,EU,fr,0.92,Female,0,1,1,15,Growing (13-36m),1,0,No,0,0,0,0,0,0,One year,1,0,Credit card (automatic),20.35,335.95,Low,0.4983,0
5003-XZWWO,Chile,LATAM,es,0.38,Male,0,1,0,71,Champion (60+m),1,1,DSL,0,1,1,1,1,1,Two year,2,0,Credit card (automatic),84.2,5956.85,High,0.1939,0
5006-MXVRN,Brazil,LATAM,es,0.38,Female,0,0,0,39,Loyal (37-60m),1,0,No,0,0,0,0,0,0,Two year,2,0,Credit card (automatic),20.7,762.45,Low,0.22,0
5010-IPEAQ,Colombia,LATAM,es,0.38,Female,0,1,1,67,Champion (60+m),0,0,DSL,1,1,1,1,1,0,Two year,2,0,Credit card (automatic),54.2,3623.95,Mid,0.0981,0
5012-YSPJJ,France,EU,fr,0.92,Male,0,1,1,31,Growing (13-36m),1,0,DSL,0,0,1,1,0,0,Month-to-month,0,0,Mailed check,54.35,1647.0,Mid,0.6397,0
5013-SBUIH,Israel,MENA,ar,0.55,Female,0,0,0,50,Loyal (37-60m),1,1,Fiber optic,1,1,0,1,1,1,Two year,2,1,Electronic check,109.65,5551.15,Premium,0.3133,1
5014-GSOUQ,Egypt,MENA,ar,0.55,Male,0,0,0,13,Growing (13-36m),1,0,No,0,0,0,0,0,0,Two year,2,0,Mailed check,19.95,243.65,Low,0.3557,0
5014-WUQMG,United Kingdom,EU,fr,0.92,Male,0,1,1,47,Loyal (37-60m),1,0,Fiber optic,1,1,1,0,0,1,One year,1,1,Electronic check,96.1,4391.45,Premium,0.5258,0
5016-ETTFF,South Korea,APAC,ja,0.61,Male,0,0,0,10,New (0-12m),0,0,DSL,0,0,1,0,0,0,Month-to-month,0,0,Mailed check,29.5,255.25,Low,0.7124,1
5016-IBERQ,Kenya,Africa,en,0.22,Male,0,1,0,23,Growing (13-36m),1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,0,0,Electronic check,84.25,1968.1,High,0.7056,0
5016-LIPDW,Netherlands,EU,fr,0.92,Male,0,1,1,57,Loyal (37-60m),1,0,No,0,0,0,0,0,0,One year,1,0,Mailed check,19.4,1061.6,Low,0.1918,0
5018-GWURO,Israel,MENA,ar,0.55,Female,0,1,0,56,Loyal (37-60m),1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,0,1,Bank transfer (automatic),85.6,4902.8,High,0.5035,0
5018-HEKFO,New Zealand,NA,en,1.0,Female,0,0,0,10,New (0-12m),1,1,No,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,24.5,270.15,Low,0.6023,0
5018-LXQQG,Poland,EU,fr,0.92,Female,0,1,1,30,Growing (13-36m),1,0,DSL,1,0,0,1,0,1,Month-to-month,0,0,Bank transfer (automatic),66.3,1923.5,High,0.6494,0
5019-GQVCR,Canada,NA,en,1.0,Male,1,0,0,43,Loyal (37-60m),1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,0,1,Electronic check,84.85,3645.6,High,0.7083,0
5020-ZSTTY,Chile,LATAM,es,0.38,Female,1,0,0,54,Loyal (37-60m),1,1,DSL,1,1,0,1,1,1,One year,1,0,Bank transfer (automatic),82.45,4350.1,High,0.4691,1
5022-JNQEQ,India,APAC,ja,0.61,Female,0,1,1,9,New (0-12m),1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,0,1,Electronic check,75.85,647.5,High,0.8068,0
5022-KVDQT,Peru,LATAM,es,0.38,Male,0,0,0,27,Growing (13-36m),1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,0,1,Electronic check,81.3,2272.8,High,0.6886,0
5025-GOOKI,United States,NA,en,1.0,Female,0,0,0,20,Growing (13-36m),1,0,No,0,0,0,0,0,0,Month-to-month,0,1,Credit card (automatic),18.9,347.65,Low,0.5697,0
5027-QPKTE,Kenya,Africa,en,0.22,Male,0,1,0,7,New (0-12m),1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,69.35,451.1,High,0.8052,1
5027-XWQHA,Germany,EU,fr,0.92,Male,0,0,0,6,New (0-12m),1,0,DSL,0,0,0,0,0,0,Month-to-month,0,0,Electronic check,44.75,270.95,Mid,0.7123,1
5027-YOCXN,Switzerland,EU,fr,0.92,Male,0,1,1,51,Loyal (37-60m),1,1,Fiber optic,1,1,0,1,1,1,One year,1,0,Credit card (automatic),110.05,5686.4,Premium,0.4202,0
5028-GZLDO,Colombia,LATAM,es,0.38,Male,0,0,0,2,New (0-12m),1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,0,Credit card (automatic),70.7,140.7,High,0.7651,1
5028-HTLJB,Malaysia,APAC,ja,0.61,Male,1,0,0,1,New (0-12m),1,0,No,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,20.05,20.05,Low,0.7651,1
5032-MIYKT,Chile,LATAM,es,0.38,Female,0,0,0,1,New (0-12m),1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,70.7,70.7,High,0.7415,0
5032-USPKF,Ukraine,CIS,ru,0.3,Female,0,0,0,38,Loyal (37-60m),1,1,DSL,1,1,1,0,1,1,One year,1,0,Bank transfer (automatic),84.1,3187.65,High,0.4403,0
5035-BVCXS,Brazil,LATAM,es,0.38,Male,0,0,0,11,New (0-12m),1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,1,Mailed check,75.9,866.4,High,0.8582,0
5035-PGZXH,UAE,MENA,ar,0.55,Female,0,0,0,56,Loyal (37-60m),1,1,Fiber optic,0,1,1,0,1,1,One year,1,1,Electronic check,106.8,5914.4,Premium,0.5183,0
5038-ETMLM,UAE,MENA,ar,0.55,Female,0,1,0,72,Champion (60+m),1,1,Fiber optic,1,1,1,1,1,1,Two year,2,1,Bank transfer (automatic),113.65,8182.75,Premium,0.1637,0
5039-LZRQT,UAE,MENA,ar,0.55,Female,0,0,0,13,Growing (13-36m),1,0,No,0,0,0,0,0,0,One year,1,0,Mailed check,20.2,273.25,Low,0.5292,0
5043-TRZWM,Ghana,Africa,en,0.22,Female,0,0,0,1,New (0-12m),1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,0,Electronic check,75.55,75.55,High,0.8717,0
5044-LRQAQ,France,EU,fr,0.92,Female,0,1,0,7,New (0-12m),1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,1,Bank transfer (automatic),69.2,477.55,High,0.7579,0
5044-XDPYX,Sweden,EU,fr,0.92,Female,0,1,0,51,Loyal (37-60m),1,1,No,0,0,0,0,0,0,Two year,2,0,Mailed check,25.5,1281.25,Low,0.2323,0
5046-NUHWD,Turkey,MENA,ar,0.55,Female,1,1,0,29,Growing (13-36m),0,0,DSL,1,0,1,0,0,1,Month-to-month,0,1,Electronic check,45.0,1228.65,Mid,0.7037,0
5047-LHVLY,Kuwait,MENA,ar,0.55,Male,1,0,1,1,New (0-12m),1,0,DSL,0,0,1,0,0,0,Month-to-month,0,1,Mailed check,50.15,50.15,Mid,0.7962,1
5049-GLYVG,United States,NA,en,1.0,Male,0,0,0,1,New (0-12m),1,0,No,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,20.6,20.6,Low,0.7002,1
5049-MUBWG,Egypt,MENA,ar,0.55,Male,0,0,0,26,Growing (13-36m),1,0,DSL,1,0,0,1,1,1,One year,1,0,Bank transfer (automatic),75.0,1908.35,High,0.645,0
5052-PNLOS,Netherlands,EU,fr,0.92,Male,0,0,0,3,New (0-12m),1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,1,Bank transfer (automatic),105.35,323.25,Premium,0.91,1
5054-IEXZT,Peru,LATAM,es,0.38,Male,0,0,1,1,New (0-12m),1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,1,Electronic check,75.35,75.35,High,0.8111,1
5055-BRMNE,Egypt,MENA,ar,0.55,Female,0,1,1,67,Champion (60+m),1,1,Fiber optic,1,0,0,1,1,1,Two year,2,0,Credit card (automatic),106.7,7009.5,Premium,0.3047,0
5055-MGMGF,Peru,LATAM,es,0.38,Female,0,1,0,65,Champion (60+m),1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,0,1,Electronic check,105.05,6914.95,Premium,0.4663,0
5056-FIMPT,United States,NA,en,1.0,Female,0,0,1,43,Loyal (37-60m),1,0,Fiber optic,1,1,0,1,1,1,One year,1,1,Credit card (automatic),106.0,4532.3,Premium,0.4267,0
5057-LCOUI,Mexico,LATAM,es,0.38,Female,0,0,0,39,Loyal (37-60m),0,0,DSL,0,0,1,0,1,1,Month-to-month,0,1,Electronic check,50.75,2011.4,Mid,0.4487,1
5057-RKGLH,Indonesia,APAC,ja,0.61,Female,0,1,1,9,New (0-12m),1,0,No,0,0,0,0,0,0,Two year,2,0,Mailed check,20.35,191.1,Low,0.3787,0
5060-TQUQN,Switzerland,EU,fr,0.92,Male,0,1,1,30,Growing (13-36m),1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,0,1,Bank transfer (automatic),83.55,2570.2,High,0.626,0
5061-PBXFW,Ethiopia,Africa,en,0.22,Female,0,1,1,32,Growing (13-36m),1,0,DSL,1,1,0,1,0,0,Month-to-month,0,0,Bank transfer (automatic),61.4,1864.65,Mid,0.5855,0
5062-CJJKH,Malaysia,APAC,ja,0.61,Male,0,1,1,25,Growing (13-36m),1,0,DSL,0,1,1,0,0,0,One year,1,0,Mailed check,53.65,1355.45,Mid,0.4884,0
5063-IUOKK,Indonesia,APAC,ja,0.61,Male,0,0,0,13,Growing (13-36m),1,0,No,0,0,0,0,0,0,Two year,2,0,Mailed check,19.75,265.75,Low,0.2941,0
5066-GFJMM,United Kingdom,EU,fr,0.92,Female,0,1,0,3,New (0-12m),1,0,No,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,19.9,45.75,Low,0.6503,0
5067-DGXLL,Portugal,EU,fr,0.92,Male,0,0,0,2,New (0-12m),1,0,No,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,20.25,36.8,Low,0.7605,0
5067-WJEUN,Guatemala,LATAM,es,0.38,Male,0,1,1,67,Champion (60+m),1,0,DSL,1,1,0,0,0,0,Two year,2,1,Bank transfer (automatic),54.2,3838.2,Mid,0.1943,0
5067-XJQFU,Thailand,APAC,ja,0.61,Male,1,1,1,66,Champion (60+m),1,1,Fiber optic,0,1,1,1,1,1,One year,1,1,Electronic check,108.45,7076.35,Premium,0.4484,0
5071-FBJFS,Indonesia,APAC,ja,0.61,Female,0,1,1,4,New (0-12m),1,0,DSL,1,0,0,0,0,0,Month-to-month,0,0,Electronic check,50.3,217.1,Mid,0.6778,0
5073-RZGBK,New Zealand,NA,en,1.0,Female,0,1,1,50,Loyal (37-60m),1,1,DSL,1,1,1,1,0,1,One year,1,1,Bank transfer (automatic),80.05,4042.2,High,0.4106,0
5073-WXOYN,UAE,MENA,ar,0.55,Female,0,0,0,60,Loyal (37-60m),0,0,DSL,0,1,0,0,1,1,Month-to-month,0,1,Electronic check,50.8,3027.4,Mid,0.4146,1
5074-FBGHB,Peru,LATAM,es,0.38,Male,0,0,0,64,Champion (60+m),1,1,Fiber optic,0,0,1,1,1,1,One year,1,1,Credit card (automatic),104.65,6889.8,Premium,0.4801,0
5075-JSDKI,Malaysia,APAC,ja,0.61,Female,0,0,0,59,Loyal (37-60m),1,1,No,0,0,0,0,0,0,Two year,2,0,Electronic check,24.45,1493.1,Low,0.1536,0
5076-YVXCM,Canada,NA,en,1.0,Male,0,0,0,51,Loyal (37-60m),1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,0,Bank transfer (automatic),83.4,4149.45,High,0.5126,0
5077-DXTCG,Philippines,APAC,ja,0.61,Female,0,0,0,1,New (0-12m),1,0,DSL,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,45.3,45.3,Mid,0.7718,1
5081-NWSUP,Belarus,CIS,ru,0.3,Female,0,0,0,10,New (0-12m),1,0,DSL,0,1,0,1,0,1,One year,1,0,Mailed check,64.9,685.55,Mid,0.551,0
5083-QPLHM,Argentina,LATAM,es,0.38,Male,0,1,1,14,Growing (13-36m),1,0,DSL,1,1,0,0,1,0,Month-to-month,0,1,Electronic check,65.45,937.6,High,0.7507,0
5084-OOVCJ,South Africa,Africa,en,0.22,Female,0,1,1,17,Growing (13-36m),1,0,DSL,1,0,0,1,0,0,Month-to-month,0,1,Credit card (automatic),55.35,920.5,Mid,0.672,0
5087-SUURX,Mexico,LATAM,es,0.38,Female,0,1,0,18,Growing (13-36m),0,0,DSL,0,0,1,0,1,0,Month-to-month,0,1,Electronic check,39.05,669.85,Mid,0.6114,1
5088-QZLRL,Venezuela,LATAM,es,0.38,Male,0,0,0,1,New (0-12m),1,0,No,0,0,0,0,0,0,Month-to-month,0,0,Electronic check,20.65,20.65,Low,0.636,0
5089-IFSDP,Belarus,CIS,ru,0.3,Female,0,1,0,58,Loyal (37-60m),1,1,Fiber optic,1,1,1,0,1,1,Two year,2,1,Bank transfer (automatic),109.45,6144.55,Premium,0.3391,1
5090-EMGTC,Spain,EU,fr,0.92,Female,0,1,0,59,Loyal (37-60m),1,0,Fiber optic,0,1,0,1,1,1,Two year,2,1,Mailed check,100.05,6034.85,Premium,0.1985,0
5091-HFAZW,Russia,CIS,ru,0.3,Female,0,0,0,2,New (0-12m),1,0,Fiber optic,1,1,0,0,1,0,Month-to-month,0,1,Electronic check,91.15,168.5,Premium,0.7622,0
5092-STPKP,Brazil,LATAM,es,0.38,Female,0,0,0,24,Growing (13-36m),1,0,DSL,1,0,0,1,0,0,Month-to-month,0,0,Credit card (automatic),56.35,1381.2,Mid,0.5252,0
5093-FEGLU,Dominican Republic,LATAM,es,0.38,Female,0,1,0,47,Loyal (37-60m),1,0,No,0,0,0,0,0,0,Two year,2,0,Bank transfer (automatic),19.65,921.55,Low,0.1691,0
5095-AESKG,Egypt,MENA,ar,0.55,Female,0,1,0,3,New (0-12m),1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,1,Credit card (automatic),91.5,242.95,Premium,0.8799,1
5095-ETBRJ,United Kingdom,EU,fr,0.92,Female,0,1,0,55,Loyal (37-60m),1,0,DSL,1,1,0,1,0,0,Two year,2,0,Mailed check,56.8,3112.05,Mid,0.2563,0
5099-BAILX,Brazil,LATAM,es,0.38,Male,1,1,1,43,Loyal (37-60m),1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,0,1,Bank transfer (automatic),110.75,4687.9,Premium,0.8225,1
5103-MHMHY,Singapore,APAC,ja,0.61,Female,0,0,1,1,New (0-12m),1,0,DSL,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,45.95,45.95,Mid,0.6696,1
5108-ADXWO,Morocco,MENA,ar,0.55,Male,0,0,0,11,New (0-12m),1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,1,Electronic check,73.5,791.75,High,0.7822,1
